user,rate_date,content,append,sku,status
c***0,2024-12-17 11:20:05,买完咋就降价了牛,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
到***豆,2024-12-11 18:09:03,此用户没有填写评论!,赶着双十一买的手机，我们全家都用的华为,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
v***天,2024-11-17 23:58:49,手机颜值高，抓拍很快，照片很清晰，放大拍照特牛，AI消图也是，适合喜欢拍照的朋友，冲冲冲。,14号收到的货，今天手机壳到了，拆出来换手机壳，发现有一边裂开的好厉害，防水已经是不可能了。因为收货的时候我在外地出差，买给老婆的，她收货的时候并不懂验货，本来想华为的品控也没什么问题的，自己一直用mate40都这么多年了,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
雪***1,2024-11-25 12:17:24,手机使用起来效果一般，在玩游戏时有时会延迟反应，电池使用容量一般。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***5,2024-11-19 17:35:55,外型也好看，但是缺点有点难受，它联网有点差，看网课什么的经常会卡顿。对比之前的nove7会出现信号差的情况，我两个手机一起用，nove7都不敢开WIFI，我一开这个手机就开始卡顿掉线，有点子无语🤦&zwj;♀️,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
朱***a,2024-11-14 19:51:03,#华为Pura70# 通信音质：音质清晰 其他特色：手感好，手机拿在手上感觉很轻，机身比较柔，不会有笨重感 续航不知道是不是应用软件自运行的太多，还没有去研究，这几天体验是没怎么用手机，一天充一次，充电很快，微热 显示效果：有护眼模式，用起来眼睛不累 微距很给力，之前手机没有这功能。放大也很清晰，拍照很好看 人像可以美颜，再也不用担心原相机出片了 客服比较耐心，整体很不错,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
c***s,2024-11-21 18:59:49,手机质量没有问题，体验感也不错但是我不想给5  星好评， 只有一个原因就是对你们的以旧换新的活动非常不满意，我在线下收售二手的店做过两次评估价格：分别是810块钱，795块，线上给的是787块，想着有330块钱的置换补贴，最终选择了线上，结果告诉我手机有两处与提交内容不符合最终评估价格430，加置换补贴合计760块钱。手机退回来我自己拿去卖和卖给你们最终收益差异不大，也就是说置换补贴只是一个文字游戏。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
h***r,2024-12-30 10:25:45,此用户没有填写评论!,一个月  降价了1100,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***3,2024-11-27 11:57:07,掉电非常非常快。前置自动锐化很奇怪。前置视频很糊,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
刘***7,2024-11-17 16:20:44,此用户没有填写评论!,"11月份买的pura70 pro.,不小心摔碎了后盖，去华为授权店换了后盖，但后盖一直开裂，去官方店压了三次了还是一样会裂开",机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
老***3,2024-11-17 19:20:02,有点失望，照片总是发黄。  还被淘宝的回收旧手机坑了，明明自我评估有300多，寄过去评估才100多，搞得官方回收补贴也没有了。还不如直接去pdd，优惠几百块，也不搞回收手机的套路。都怪我太相信淘宝，应该先在网上搜索一下的。  我说拍照发黄，线下华为专卖店也不给这个淘宝店的货报修服务。  优点：充电特别快。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
在***j,2024-12-08 13:47:24,才知道还有国补，店里买相同的便宜500,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
唯***o,2024-11-08 21:01:25,此用户没有填写评论!,我买的这个华为pura70pro非常不好用！是我用了以后体验感最差的一款华为手机！也许是我这个手机个别问题，非常失望。 买了新机不到2个月 已经陆续出现了几个问题 第一：刚买的时候10-14下单  10-15签收   过了几天才把旧机（P40）数据克隆过去  开始使用  然后在10-26  大概就是使用一周   我就反馈过   感觉电池耗电量特别快   不经用   （我不打游戏  最多微信后台挂着  看看小说）  然后说我是不是后台运行太多了   然后我也确认了用了max最大的100W充电是不是耗电更快   回复是建议不紧急情况下不要开启超级快充    第二：如上图描述  拍完照片  去相册查看  是有延迟的   从微信聊天界面  去相册选择图片发送   也是延迟的   一时之间不显示刚刚相机拍的照片   要等3-5分钟以后才会有！ 第三：今天12-19  差不多两个月时间   我在查看微信聊天记录的图片时  出现了直接黑屏的状况   而且那个时候手机也是卡顿的不行   跟我之前那个濒临退休的P40 内存128G  我占用118G  内存不足一样的那种卡顿！ 我华为忠粉  这次失望至极,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
三***子,2024-11-12 12:31:02,别买，信号超差，且客服根本不给解决，就让你排查排查排查，啥实际问题解决不了。导航拐弯都拐出去 200 米了，还在原地打转转，信号真是懒得出奇！真不知道鼓吹的信号好自信来自哪里，华为真是伤透我的心，烂机器,华为给调换了手机，新手机信号好了，导航和通话信号都没问题，原来机子虽然检测不出问题，但使用的确存在问题。售后做的还行，不能说很好，让我跑了一趟线下店做跟包数据检测，啥也没查出，最后线上客服给主动换了货,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
l***议,2024-11-22 13:50:34,此用户没有填写评论!,看抖音卡死了 电池不耐用 发热严重  **后悔,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
天***手,2024-11-22 19:11:16,手机没问题。但是*****了，承诺的竟然不承认，真的是做梦没想到，华为竟然会有这种客服。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
w***渔,2024-11-25 05:54:20,不优惠 比百亿补贴多好几百 真是不知道为啥 其他功能还在发掘中,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2024-11-21 12:09:19,感觉指纹感应没有那么灵敏，手机每天充一次电，网速挺快的。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***8,2024-11-21 21:32:56,大家买手机擦亮眼睛，连5G都不是，还撤回了两条消息，我也没截到，可能是承认了4G但商家反应过来会砸口碑最后委婉回应了我，手机发热卡顿问题严重让我怀疑这不是5G手机，也没有角标显示4G5G,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
我***乎,2024-12-06 16:01:05,此用户没有填写评论!,给妈妈买的 手机套上壳其实挺重,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
浅***2,2024-11-15 08:46:47,双十一活动购买时无法领取500元大额券，客服说收到货可以申请价保，收到货价保无法申请，客服说过了价保期再申请，这是平台规则，真无语，明摆着就是玩我呢，不想退钱。还有手机电池耗电超快，快赶上旧手机了，一直用的华为手机，最后一次买了，无论是服务还是手机，真让人太失望了。,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
f***c,2024-11-12 17:08:17,此用户没有填写评论!,体验感很差 ，10 月 19 号收到货，一个月还没到，看视频出现呲呲声，或者直接无声，经常出现自动关机或黑屏的情况，重启三四次都无反应，直接出现系统恢复界面,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***l,2024-11-17 14:20:40,此用户没有填写评论!,差评给客服小邱，原本只是手机相册不能翻转，然后一直让更新到最新系统。结果更新好以后的系统乱七八糟，问下来只是测试版，然后搞倒退版本浪费了半个多小时。真的是莫名其妙,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
r***9,2024-11-26 18:47:51,此用户没有填写评论!,刚才，我的手机突然死机了，所有软件都打不开黑屏，我重启手机都打不开，然后强制关机又开始才恢复正常，这是什么原因，你们有这情况吗，我的手机是去年11月初买的。,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***7,2024-11-19 19:40:40,掉点电快，不是一般新手机应该有的速度。刷抖音一小时能掉三个电。 运行上，有时会卡，但总体来说算流畅,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
h***7,2024-11-16 09:39:37,更新后觉得耗电挺快的，然而有时看直播卡顿很严重，还会出现退不出页面。然而拍照广角模糊的不行，感觉还是苹果好用。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2024-11-11 12:27:20,此用户没有填写评论!,放下苹果，支持国货一个月的使用感受。外观颜值毋庸置疑。 但是与果比，发热卡顿要高。感觉差的不是1 2代  支持国货，超越世界！,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
丁***2,2024-11-13 14:24:32,此用户没有填写评论!,之前十年都是用的苹果，想支持国产，换了华为，拿到新机的时候，一打开外包装，就看到屏幕上有很多吸附的灰尘，心里就凉了半截，后续使用中也是觉得手机特别容易吸灰，然后膜也不好贴，原厂自带的膜没几天就刮花了，网上买的手机壳和钢化膜不是那么贴合，因为屏幕是微曲的，手机壳会把膜顶起来，换了好几张都不合适，在售后贴的膜也不行，只能再找找有没有更贴合的手机壳了，换了手机最不习惯的是照片分类，以前苹果的照片导过来就很难找到在哪里了，好的地方也有，充电快，一天基本充两次就够了,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
g***8,2024-11-13 20:36:26,此用户没有填写评论!,才买一个月摄像头就出问题，拍照有黑点，还只能维修，再也不敢买华为了。,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
柳***8,2024-11-25 16:01:44,此用户没有填写评论!,不行，别买，在这买，他这个不参与国家的政府补贴，能省个四五百块钱呢。 问他他还说这是天猫的活动，和他没关系。,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
l***u,2024-11-25 21:41:14,此用户没有填写评论!,不是很好用，发热有点严重,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
v***k,2024-11-18 19:00:51,此用户没有填写评论!,挺差劲的说实话，电池耗电快，手机会突然用不了网，只能重启，之前用mate的时候从来没出现过这种情况，怎么越做越回去了，下次可能不会再选了，挺差劲的,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
虚***3,2024-11-21 19:40:31,此用户没有填写评论!,为什么我的用了几天耗电特别快，还没以前苹果省点，还黑屏几次,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
一***情,2024-11-15 22:21:31,此用户没有填写评论!,个人感觉并没有宣传的那么好用，不建议升级鸿蒙系统，升级完之后微信真的很卡，好多软件也不能下载，抖音也是最低版本的系统，总之用着感觉很不好,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
天***吖,2024-11-15 20:49:55,此用户没有填写评论!,目前手机出现的问题，就是在抖音方面，不知道是不是让我更新我没更新的原因，看抖音的时候有时候会卡，但是当时网络也没啥问题，还有就是在抖音直播的时候，滋啦滋啦的，也会一卡一卡的，目前就这些地方有问题，其他的还不知道,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
奋***优,2024-11-17 13:06:11,此用户没有填写评论!,不好用，在信号状态好时，微信视频会卡顿、看直播也会卡顿,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
f***6,2024-11-14 15:59:08,新手机打开包装发现屏幕上有挺多灰尘，让人怀疑是不是后封机，瞬间有些失落了，急着用手机就懒得退了,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
露***婕,2024-11-09 22:02:12,续航目前为止还不错，拍照效果挺好，就是系统自带的图片编辑处理以及美颜这块做得很敷衍，没有vivo的好，美颜滤镜效果单一，而且肤色不好看，又调不了，没有美妆，比较失望，但屏幕还可以，没有觉得眼睛胀，这点很重要，所以选择了华为！但快递包装很差劲，收到包装都烂了！,用了20几天来客观评价一下，因为好几年没有用华为手机了，以为还是以前那样稳定，结果这手机和网上评论的一样，死机，断网，甚至有时候接电话屏幕都不亮，看不见谁来电，按任何键也打不开屏幕！照相功能也没有宣传的那样好，人像拍出来的效果一言难尽啊！太失望了，以后都不会选华为了，又贵，又不好用,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
d***喜,2024-11-23 00:30:37,此用户没有填写评论!,使用不愉快，耳机还得专门买USB Type-C 接口的耳机，不然就用不起，关建是主播卖货的时候根本不提这事，直接忽略掉用户感受，如果早说，我都不会买这款手机，这个价位的选择性也很多！,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
空***加,2024-11-13 11:17:06,此用户没有填写评论!,使用了一个月就经常出现这种问题，质量问题退货只有7天本来就不合理，现在退不了，需要购买的慎重,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***4,2024-11-25 20:25:39,此用户没有填写评论!,真的不建议大家购买。 就是打王者，他总是会卡，偶尔卡一下，不管你连WiFi还是用数据。 不值这个价钱。说真的。 我用了一两个月了。,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
雪***风,2024-11-17 14:50:05,只能说续航确实不是很好，发热比较严重,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
1***街,2024-11-02 00:27:49,此用户没有填写评论!,使用4个月就出现摄像头无法使用、卡顿、黑屏、重启，经过线下旗舰店工程师检查发现是主板故障。没到半年主板就故障了，这品控也太差了吧？,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
风***轩,2024-11-08 17:55:41,真的后悔死了，这手机非常笨重，摄像头凸起很高，像我平时喜欢踹口袋的，十分容易磨损，给个手机壳居然不是全包的，非常难看且不实用。最最主要是系统不行，拍照有个声音识别功能，我设置的是喊&ldquo;拍照&rdquo;才拍，结果，随便说句话都咔咔乱拍，这根本识别不了。另外就是拍照总是有雾蒙蒙的感觉，没有通透的质感。被制裁之后，没有跟徕卡之类的摄像头合作了，这摄像头连我以前的p20都不如了。另外就是数据线，两头都是小头，这对于要适配老一点的电脑或笔记本的人真是头大。另外就是升级系统后微信无法用，倒回去又麻烦，搞得现在这手机只能丢在家里做备用机了。 根本没有网上说的那么什么领先，已经开始卖情怀，卖概念了。表面说是渡过了难关，实际上是不是快做不下去了最后割一波呢？发热的话，亲测是非常严重，这个秋天的气温下都觉得过渡的发烫了，这到底是为什么？看来被制裁之后，很多好的技术都不能用了，只能绕过，所以，没法做到从前的水平了？？,1、在价格方面把客户当**，本身旗舰店卖的就贵，还不断降价。有坑蒙拐骗，区别对待的嫌疑。 2、神州数码这个代理商正在全面损害品牌形象，应该剔除代理商名录。 3、就一个学生额外优惠100的问题，硬是想方设法拒绝，爽快的给到这个学生额外优惠你们会亏死？你这几天降价都不止降了这么点！！ 表面对客户客客气气，实际就是不解决问题，一副伪君子的形象！还一会儿上报高级经理，高级经理也是不作为。 4、客户买了你们的东西，你们不能以能卖贵就卖贵的心理来对待客户。客户不是猪，也不是韭菜！ 你们本身就卖的太贵。价格上还区别对待。寒心！,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
t***0,2024-12-03 18:58:04,不建议 不好用,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
期***7,2024-11-16 20:30:43,此用户没有填写评论!,别买，买了没多久，主板有问题，换机也不解决,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
c***3,2024-11-19 08:33:00,各种app随机卡死，只能上滑退出，app内点击和左右返回全部失灵，哎，要不是为了连车机方便点，才不会买华为这垃圾货呢，你们就吹吧,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
z***6,2024-11-19 08:00:14,手机整体比想象中颜值还高，最最重要的一点充电是真的快(苹果换过来的)。电量没想象中那么耐用。流畅度不输iOS,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***9,2024-11-07 14:30:37,此用户没有填写评论!,别买，不到两个月主板就坏了，卡也识别不了。寄过去修还说要我自费，手机在我这里既没有摔过也没有磕过，都是小心翼翼使用，毕竟也不便宜。维修更拉垮，拿到手机就说我的手机有使用痕迹，打电话让我付两千多块钱换主板，我问有什么问题，他居然说他也不知道&hellip;&hellip;不知道手机什么问题就让我付钱换主板，到今天，寄过去五天了，没有任何进展。打电话投诉也没有，华为客服只会维护他们的人，当我的诉求是空气。只会说一句：我帮你反映。反映五天了，没个所以然。谁买谁后悔。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
小***d,2024-11-12 19:31:01,此用户没有填写评论!,卡顿，发热，前置摄像头微信视频会模糊，像素非常差，第一次踩雷😤,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
简***1,2024-11-12 15:16:46,此用户没有填写评论!,用了一段时间 ，除了内存大一点，该卡的时候一样卡🙄,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
g***3,2024-11-22 12:14:12,很不愉快的一次购买经历，谈好旧机换购，换购事宜很不到位，到现在旧机被告知不回购了，真是搞笑,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
方***人,2024-11-09 10:07:34,此用户没有填写评论!,用下来这段时间就俩字：垃圾。垃圾产品，时不时就无故发烫，有时候微信视频还打不了，小问题就没断过，问售后也是半天不见回复,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
y***7,2024-11-26 18:14:20,此用户没有填写评论!,华为这么个品牌，国人把它捧得这么高，手机接收信号太差了，骗了中国人,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
1***s,2024-11-06 20:33:34,此用户没有填写评论!,拍抖音前置摄像头模糊颜色也不清晰刷抖音也糊也会发烫拼图照片模糊截图也模糊&hellip;缺点不比苹果多多了&hellip;我不是说不是应该越做越好吗怎么越做越差了 除了📶好电量持久没啥好夸的不是我杠华为我也不是哪家的粉实话实说买手机不就是为了买品质好吗？也不知道为什么要卖这么贵&hellip;,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
酷***1,2024-11-21 21:32:38,外观很好看，拿在手里很有感觉，推荐大家购买！物流很快哈哈哈,差评，说好评给邮寄一个包，好评了又不给了，物流慢的要死，服务态度差死了,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
陈***0,2024-11-08 22:00:50,此用户没有填写评论!,买来送男朋友的，买来也5000多了吧，连基本的地图导航都不行！！！经常开过头了才提示，真当5000块是大风刮来的啊。送人都感觉丢人了，然后游戏麦克风我也不多说了，客服说是游戏开发设置的问题，我也忍了。这要是我买来自己用的，那我用就用呗，但这送人的，真的挺尴尬的，总之5000我觉得一点都不值。,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2024-11-17 08:46:20,此用户没有填写评论!,华为手机怎么版本更新了不好用，抖音上买东西也买不好了，掏几千块钱买的，不知道是买了个假货还是咋的,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
旺***6,2024-11-17 17:31:38,此用户没有填写评论!,除了发热暂时找不到别的缺点,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
无***c,2024-11-17 14:50:32,华为的机子还算可以，就是平台太烂了，说好的以旧换新大额券补贴，结果到手是购物红包，还要在淘宝购物用。旧机子网上估价460元，结果返厂后只给180元，这是啥套路。另外，与淘宝平台沟通N次以旧换新补贴，结果新机收到后10多天才发放。买的新手机比实体店还贵，让消费者费钱费心，都是套路。比京东、多多差太远了，人家都是先行补贴或赔付，而且秒到账。最闹心的一次购物&hellip;,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***1,2024-11-25 19:10:44,此用户没有填写评论!,卡 用了快一个月很卡 发烫 买之前就看好多人说卡就是不信邪 现在老实了,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
修***1,2024-11-30 18:45:47,快捷键没小米多,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
蜡***藏,2024-11-16 07:52:29,感觉不像新机，外观埋汰就不说了，声音键旁边还缺块岔？？？？？你是装手机的时候摔地上了吗？失败的购物,哎，谨慎购买吧,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
z***l,2024-11-29 11:40:30,此用户没有填写评论!,手机话筒旁边怎么掉漆啦,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
a***0,2024-11-24 11:17:46,性价比不高 不如mate系列,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
l***v,2024-11-12 17:10:46,此用户没有填写评论!,我不知道是不是我手机的问题，刚收到手机那几天我就怀疑微信来信息有延迟，今天可以确定就是信息有延迟，我上午八点多到十二点多一直在玩手机，期间进过微信好几次  都显示没有信息，结果下午两点多  显示我微信来了一堆消息，有九点多的  十点多的  十一点多的。我没找客服，因为我之前找过客服，是手机更新系统或者是淘宝更新软件后，就从支付宝的链接进不去淘宝（这种情况之前用别的手机从来没出现过），客服让我找支付宝的客服，找淘宝小蜜，找线下的华为客服，根本不给解决。,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
s***1,2024-11-15 08:44:32,唯一不满意的是摄像头出货时没贴好膜，其实加点膜的钱出售不好吗？省得用户再买膜来贴，多麻烦？,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
愤***子,2024-11-18 12:33:20,没有mate系列用的舒服  前置视频是真模糊,刷抖音还真会卡屏幕🙃,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***2,2024-11-08 12:29:13,通信音质：  其他特色：  显示效果：,该说不说我后悔了，这就是信号好？,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***3,2024-11-27 10:22:15,怎么没有耳机呢,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
我***5,2024-11-22 17:46:16,差评 微信视频太模糊了,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***5,2024-11-05 00:51:54,此用户没有填写评论!,服了，我找线上客服说手机左边有点细缝，我压一下后盖可以压下来，客服说可以去线下看看，那我寻思着去吧，结果我去，询问问了一下，店员就问我是哪买的，我说线上官网，买了差不多一个月了，然后就和我说过了七天无理由退货了，说这个不属于质量问题，不包修。。额。。。那这个是什么问题？是只能自认倒霉的意思就是咯。。。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
吸***记,2024-11-17 18:05:31,此用户没有填写评论!,才买3月使用过程中就出现用微信老黑屏，微信视频刚打开的时候人像都模糊的，像水印，奔着爱国去的，哎，伤心了,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
购***心,2024-11-10 16:40:32,此用户没有填写评论!,蹲着起来摔地下 还有手机壳护着 后屏就摔的很惨 外部质量也太差了,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
惰***m,2024-11-26 23:24:38,此用户没有填写评论!,双十一骗钱货,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
d***y,2024-11-26 20:30:19,此用户没有填写评论!,华为真是好大的公司，我不过是想换绑个手机号，花了整整三天，还没解决，还在拖。经历了五个客服，里面还有高级客服经理，我是犯天条了么，就想换绑个手机号。以后不会再买华为了。才买不到一个月一堆事。,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
d***n,2024-11-04 17:53:57,此用户没有填写评论!,容易发热，不要在淘宝买，补贴红包很多现在，在双十一期间，不能和其他优惠一起使用，门槛和限制都不合理,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
咱***浪,2024-11-19 09:03:38,此用户没有填写评论!,直播间买的，说送耳机。结果没有送,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
王***兵,2024-11-14 15:26:33,平台以旧换新就是套路，先给高估价，快递小哥现场再评估个低价（对，是快递小哥，不是寄走评估），不答应？新机已经用了，不得不答应！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
c***7,2024-11-18 22:00:46,此用户没有填写评论!,拍照颜色失真的厉害。后悔买了,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
爱***吉,2024-12-05 22:26:42,暂时还没发现有什么不好之处。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
王***儿,2024-11-17 17:10:52,此用户没有填写评论!,"这款华为手机居然是4g,真的是后悔买了",机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
s***i,2024-11-17 11:07:19,玩儿一会就热不行 真不如入水果了😭😭,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***7,2024-11-03 14:01:49,此用户没有填写评论!,虚假宣传，宣传多解释，多耐摔，不小心掉地上了就碎成这样。还莫名其妙打开摄像头，十年老粉第一次遇到这种恶心的情况,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
q***6,2024-11-21 06:48:48,是全新未激活,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
土***芋,2024-11-08 20:44:16,此用户没有填写评论!,11月2号下单的，4号收到。到今天一个半月，发现两个问题，电量不耐用，相机无论用哪种模式，都会出现电流声，问客服就是一大段话，要么就说关闭声音，多看几天。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
j***静,2024-11-15 22:03:38,此用户没有填写评论!,降价真快，前面买的没多久就降价了,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
陈***a,2024-11-15 22:46:09,前置的拍照像素是真的有点跌价啊，开视频的像素还没我以前用的Mate系列清晰,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
柠***巍,2024-11-07 10:23:41,此用户没有填写评论!,差评 用了几个月，网络限速，不好用！！！,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
z***云,2024-10-31 16:20:33,此用户没有填写评论!,差评，容易卡顿，不好用，信号也不好，体验非常差,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
旧***心,2024-11-17 14:20:40,此用户没有填写评论!,太差了，比我之前用的荣耀系列复查，容易黑屏，容易卡，还特别迟钝，越来越不喜欢华为了，越用越差,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
爱***狗,2024-10-27 14:40:05,此用户没有填写评论!,说实话，这个手机除了像素好点以外感觉没有什么优点了，打微信视频，但凡切后台微信视频直接卡死。打视频的时候切后台刷抖音，对面都能听到抖音里的声音，杂音很重，体验感很差！！！！！！,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
t***2,2024-10-30 15:03:31,此用户没有填写评论!,随时卡死🤬🤬🤬,机身颜色:羽砂黑;存储容量:12GB+1TB;套餐类型:官方标配,
o***1,2024-11-14 22:41:54,没有惊喜，没有意外，一般般，用了一段时间来真心评一句，说不出什么大问题但又像处处有问题,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2024-11-14 08:50:55,这好评要的也太复杂了，宁愿不要好评的包,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***8,2024-10-27 07:41:32,此用户没有填写评论!,网络非常非常非常卡，建议大家不要买！我买了华为六件产品，这是我买的最差的一个。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
筱***8,2024-10-23 10:00:56,此用户没有填写评论!,只想劝退每一个想买华为的人,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
h***0,2024-11-09 14:55:46,此用户没有填写评论!,买了一个月才，直接降价四百了。。。。太亏了,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***4,2024-11-15 22:34:29,感觉拍照没有太大的提升,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
y***3,2024-10-19 18:28:06,买了 一周就降价，用微信有点卡，尤其接视频，wifi 型号不行，手机发烫严重,无线信号真的差，半年不到手机用的很卡,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
